Nr,Event,Participant,TaskID,Reaction.Time,Audio,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Voice,Type,SentenceID,Noise,SubjectNr,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location,IntelligibilityTask
2216,489,673646950eb7c31614a424bf,task-ea16,6885.5,voice_10_clone_046_-3dB.mp3,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,8,clone,46,0dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
2217,566,6753141d924a3b764f3af127,task-diot,4709.2,voice_06_clone_046_-3dB.mp3,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,10,clone,46,0dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
2218,636,67533900abe33875786164cc,task-ny3a,17519.9,voice_07_human_046_-3dB.mp3,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,8,clone,46,0dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
2219,723,6754aef250b2cb04d504adb1,task-6ung,5259.7,voice_11_clone_046_-3dB.mp3,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,4,clone,46,0dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
2220,232,6762b46f8efa75acc7746500,task-jjv3,6255.7,voice_01_human_046_-3dB.mp3,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,7,clone,46,0dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
2221,808,67633e21c1dbfc7844faf425,task-2a7e,4086,voice_06_human_046_-3dB.mp3,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fry the egg,5,1,1,human,46,0dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
2255,69,5b3016a9a8327d0001ffef94,task-obom,6514.4,voice_03_clone_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,11,human,47,-3dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
2256,144,5ff61f4fe313fd16fbeb5af6,task-rhl1,6395.2,voice_11_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,6,clone,47,-3dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
2257,69,63e51e9a9457c003c4d44c9e,task-2t53,6231.1,voice_06_clone_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,11,clone,47,-3dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
2258,69,6575c7da000442e5a54f5e24,task-ulhi,7576.6,voice_04_clone_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,7,clone,47,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
2259,135,6658b2c0589d777bab78ad38,task-r77z,850.7,voice_09_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,3,human,47,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
2260,211,6658b4ff0f6362e1f068dd84,task-4oa6,5309.8,voice_01_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,8,clone,47,-3dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
2261,230,66e2bb6110820bec659a6d23,task-dfmo,5158.8,voice_12_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,10,human,47,0dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
2265,482,673646950eb7c31614a424bf,task-ea16,7043.1,voice_11_clone_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jumo the fence and hurry up the bank,5,1,3,human,47,0dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
2266,577,6753141d924a3b764f3af127,task-diot,6364.7,voice_07_clone_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank ,5,1,4,clone,47,0dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
2267,642,67533900abe33875786164cc,task-ny3a,16299.9,voice_08_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,12,clone,47,0dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
2268,738,6754aef250b2cb04d504adb1,task-6ung,5921.7,voice_12_clone_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,Jump the fence and hurry up the bank,5,1,1,clone,47,0dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
2269,223,6762b46f8efa75acc7746500,task-jjv3,8657,voice_03_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence then hurry up the bank,5,1,9,clone,47,0dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
2270,800,67633e21c1dbfc7844faf425,task-2a7e,8077,voice_07_human_047_-3dB.mp3,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,jump the fence and hurry up the bank,5,1,11,clone,47,0dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
2305,139,5ff61f4fe313fd16fbeb5af6,task-rhl1,1999.4,voice_12_human_048_-3dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtain slides back,5,1,1,human,48,0dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
2306,82,63e51e9a9457c003c4d44c9e,task-2t53,9387.1,voice_07_clone_048_-3dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtain slides back,5,1,4,human,48,0dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
2307,74,6575c7da000442e5a54f5e24,task-ulhi,3623.4,voice_06_clone_048_-3dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtain slides back ,5,1,6,clone,48,0dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
2308,158,6658b2c0589d777bab78ad38,task-r77z,5688.2,voice_10_human_048_-3dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,Yell and clap as the curtains slide back,5,1,3,clone,48,0dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
2309,222,6658b4ff0f6362e1f068dd84,task-4oa6,7974.9,voice_03_human_048_-3dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtain slides back,5,1,10,clone,48,0dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
2310,214,66e2bb6110820bec659a6d23,task-dfmo,7150.4,voice_01_human_048_-3dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell clap as the curtain slides back,5,1,8,clone,48,0dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
2350,50,678a98fcd4e1562e43020dcb,task-r7i4,10295.3,voice_09_clone_048_0dB.mp3,yell and clap as the curtain slides back,yell,clap,curtain,slides,back,yell and clap as the curtain slides back,5,1,3,human,48,0dB,NA,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,1606,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Task22
2354,131,5ff61f4fe313fd16fbeb5af6,task-rhl1,9174.5,voice_01_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,1,human,49,-3dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
2355,46,63e51e9a9457c003c4d44c9e,task-2t53,6467.2,voice_08_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the hosues are built in red clay brick,5,1,8,clone,49,-3dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
2356,70,6575c7da000442e5a54f5e24,task-ulhi,7942.3,voice_07_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,houses are built with red clay bricks ,5,1,11,human,49,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
2357,149,6658b2c0589d777bab78ad38,task-r77z,8183.4,voice_11_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,houses are built of red clay bricks,5,1,3,human,49,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
2358,213,6658b4ff0f6362e1f068dd84,task-4oa6,10841.4,voice_04_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,a house is built of red clay bricks,5,1,1,clone,49,-3dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
2359,216,66e2bb6110820bec659a6d23,task-dfmo,8308.5,voice_03_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,houses are built of red clay bricks,5,1,9,clone,49,-3dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
2398,83,67865aa1cf8ca2f3ecd2f6f1,task-2ocn,9573.7,voice_08_clone_049_0dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,houses are built with red clay bricks,5,1,6,clone,49,-3dB,NA,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,2964,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task24
2363,462,673646950eb7c31614a424bf,task-ea16,7359.2,voice_01_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,1,human,49,0dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
2364,564,6753141d924a3b764f3af127,task-diot,9934.2,voice_09_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built with red clay bricks,5,1,11,human,49,0dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
2365,647,67533900abe33875786164cc,task-ny3a,22644.7,voice_10_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built in red clay bricks,5,1,4,human,49,0dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
2366,733,6754aef250b2cb04d504adb1,task-6ung,9757.5,voice_03_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,3,human,49,0dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
2367,240,6762b46f8efa75acc7746500,task-jjv3,3196.6,voice_06_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,10,human,49,0dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
2368,795,67633e21c1dbfc7844faf425,task-2a7e,10480.1,voice_09_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,houses are built with red clay bricks,5,1,9,human,49,0dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
2371,388,678d803c7a10b7d9085925ca,task-njj9,10341.4,voice_11_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built with red clay bricks ,5,1,7,clone,49,0dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
2372,402,6790fdd894f8d92d7835134c,task-ajvt,5826.5,voice_07_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,3,clone,49,0dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
2374,142,60870e7b286405a9ad9ec7e7,task-i46j,8546.3,voice_08_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built  of red clay bricks,5,1,11,clone,49,0dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
2375,246,66982d11d7d50b532313478d,task-16xx,10165,voice_12_human_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,1,clone,49,0dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
2376,315,671de38b70419e476bff2e09,task-sjhp,10403.5,voice_04_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built with red clay bricks ,5,1,7,clone,49,0dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
2377,377,673a3db560114414cc28e7df,task-l9ym,6848.2,voice_10_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the house was built of red clay bricks ,5,1,9,clone,49,0dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
2378,76,674547704d6adcc40d2874a5,task-mc6j,9118,voice_12_clone_049_-3dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the houses are built of red clay bricks,5,1,11,clone,49,0dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
2379,63,6786d7a40dccb69b974eaaf8,task-tk4x,16928.4,voice_01_human_049_0dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,houses are built of redclay bricks,5,1,6,human,49,0dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
2380,144,67628c956106c1752ccacb35,task-4yg1,16245,voice_12_human_049_0dB.mp3,the houses are built of red clay bricks,houses,built,red,clay,bricks,the house was all built with red clay bricks,5,1,12,clone,49,0dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
2402,80,5b3016a9a8327d0001ffef94,task-obom,6419.3,voice_07_clone_050_-3dB.mp3,we are sure that one war is enough,sure,that,one,war,enough,you sure that one war is enough,5,1,12,human,50,0dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
2403,150,5ff61f4fe313fd16fbeb5af6,task-rhl1,4512.7,voice_03_human_050_-3dB.mp3,we are sure that one war is enough,sure,that,one,war,enough,be sure that one war is enough,5,1,4,human,50,0dB,NA,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,1251,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task19
2404,51,63e51e9a9457c003c4d44c9e,task-2t53,4973.5,voice_09_clone_050_-3dB.mp3,we are sure that one war is enough,sure,that,one,war,enough,we are sure that one war is enough,5,1,8,clone,50,0dB,NA,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,1453,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task04
2405,60,6575c7da000442e5a54f5e24,task-ulhi,4303.4,voice_08_clone_050_-3dB.mp3,we are sure that one war is enough,sure,that,one,war,enough,We are sure that one war is enough,5,1,1,clone,50,0dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
2406,139,6658b2c0589d777bab78ad38,task-r77z,6647.7,voice_12_human_050_-3dB.mp3,we are sure that one war is enough,sure,that,one,war,enough,we are sure that one war is enough,5,1,12,clone,50,0dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
