Type,Noise,Voice,SentenceID,Participant,StimulusID,Tree.Node.Key,IntelligibilityTask,Sex,Age,BirthCountry,Date,,Approvals,Location,,,,Reaction.Time,EventCode,ANSWER,Response,WordsCorrect,Accuracy,TimeTaken
human,3dB,12,11,673a3db560114414cc28e7df,voice_12_human_011_3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7912.4,354,a tame squirrel makes a nice pet,a tame squirrel makes a nice pet,5,1,2056
clone,3dB,10,16,5ff61f4fe313fd16fbeb5af6,voice_10_clone_016_3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,10021.7,105,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1251
human,3dB,4,16,63e51e9a9457c003c4d44c9e,voice_04_human_016_3dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5106.6,40,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1453
clone,3dB,8,16,6658b2c0589d777bab78ad38,voice_08_clone_016_3dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,8538.3,100,a tusk is used to make costly gifts,a tusk is used to make costly gifts ,5,1,1443
clone,3dB,11,16,66e2bb6110820bec659a6d23,voice_11_clone_016_3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4957.9,196,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1268
human,3dB,6,16,6753141d924a3b764f3af127,voice_06_human_016_3dB.mp3,task-diot,Task03,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,8144.2,510,a tusk is used to make costly gifts,the tusk is used to make costly gifts,5,1,3142
human,3dB,11,16,6754aef250b2cb04d504adb1,voice_11_human_016_3dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,9120.7,684,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1451
clone,3dB,1,16,6762b46f8efa75acc7746500,voice_01_clone_016_3dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,9100.2,171,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1179
clone,3dB,6,16,67633e21c1dbfc7844faf425,voice_06_clone_016_3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,7654.7,760,a tusk is used to make costly gifts,a tusk is used to make costly gifts ,5,1,1257
human,3dB,8,16,678d803c7a10b7d9085925ca,voice_08_human_016_3dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,9780.3,374,a tusk is used to make costly gifts,I tusk is used to make costly gifts,5,1,2333
clone,3dB,3,16,6790fdd894f8d92d7835134c,voice_03_clone_016_3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6130.2,360,a tusk is used to make costly gifts,"tusk is used to make costly gifts
",5,1,1296
clone,-6dB,1,16,5f6de39e91b3c4283af75851,voice_01_clone_016_-6dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5850.8,26,a tusk is used to make costly gifts,the tusk is used to make costly gifts,5,1,1357
clone,3dB,4,16,60870e7b286405a9ad9ec7e7,voice_04_clone_016_3dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,9858.9,97,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1652
clone,3dB,9,16,66982d11d7d50b532313478d,voice_09_clone_016_3dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7941.7,208,a tusk is used to make costly gifts,a tusk is used to make costly gifts,5,1,1465
clone,3dB,11,35,66a773d4190ba4a8ec71d766,voice_11_clone_035_3dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,5162,272,acid burns holes in wool cloth,acid burns holes in wool cloth,5,1,1218
clone,3dB,6,35,6728b1f4fe2f3ae23c9c086e,voice_06_clone_035_3dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7191.3,434,acid burns holes in wool cloth,acid burns holes in wool cloth,5,1,1578
clone,3dB,3,35,668aa1000b1af4158ed5f71b,voice_03_clone_035_3dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,6511,690,acid burns holes in wool cloth,acid burns holes in wool cloth,5,1,1163
human,3dB,1,35,5c1a371c03554a000119aaf7,voice_01_human_035_3dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6784.1,41,acid burns holes in wool cloth,acid burns holes in wool cloth,5,1,1943
human,0dB,1,35,6575c7da000442e5a54f5e24,voice_01_human_035_0dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,5786.5,23,acid burns holes in wool cloth,acid burns holes in wool cloth ,5,1,1202
clone,0dB,3,35,60870e7b286405a9ad9ec7e7,voice_03_clone_035_0dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,11933,110,acid burns holes in wool cloth,acid burns holes in wool cloth,5,1,1652
human,0dB,12,46,66a773d4190ba4a8ec71d766,voice_12_human_046_0dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,4732.4,305,add salt before you fry the egg,add salt before you fry the egg,5,1,1218
human,0dB,7,46,6728b1f4fe2f3ae23c9c086e,voice_07_human_046_0dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7464.4,478,add salt before you fry the egg,add salt before you fry the egg,5,1,1578
clone,0dB,11,46,65081e92ed65d2d467efc9c2,voice_11_clone_046_0dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,12085.1,76,add salt before you fry the egg,add salt before you fry the egg,5,1,2111
clone,0dB,12,46,6717d1d0d323342f71f132bd,voice_12_clone_046_0dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,5606.9,69,add salt before you fry the egg,add salt before you fry the egg,5,1,1470
clone,0dB,8,46,672b19cc67687cb549eb412c,voice_08_clone_046_0dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,7909.1,70,add salt before you fry the egg,add salt before you fry the egg,5,1,1509
clone,0dB,10,46,67468d12f6ec9cc78afdf1db,voice_10_clone_046_0dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,7874.9,70,add salt before you fry the egg,add salt before you fry the egg,5,1,1066
clone,0dB,4,46,67865aa1cf8ca2f3ecd2f6f1,voice_04_clone_046_0dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,5397.5,47,add salt before you fry the egg,add salt before you fry the egg,5,1,2964
clone,0dB,7,46,678a98fcd4e1562e43020dcb,voice_07_clone_046_0dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,5147.1,76,add salt before you fry the egg,add salt before you fry the egg,5,1,1606
clone,-3dB,1,46,5b3016a9a8327d0001ffef94,voice_01_clone_046_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6450,45,add salt before you fry the egg,add salt before you fry the egg,5,1,1380
human,-3dB,10,46,5ff61f4fe313fd16fbeb5af6,voice_10_human_046_-3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6032.7,166,add salt before you fry the egg,add salt before you fry the egg,5,1,1251
human,-3dB,11,46,66e2bb6110820bec659a6d23,voice_11_human_046_-3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6523.1,211,add salt before you fry the egg,add salt before you fry the yolk,5,1,1268
human,0dB,1,46,5f6de39e91b3c4283af75851,voice_01_human_046_0dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,8971.1,55,add salt before you fry the egg,add salt before you fry the egg,5,1,1357
clone,-3dB,12,46,671de38b70419e476bff2e09,voice_12_clone_046_-3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,10022.7,300,add salt before you fry the egg,add salt before you fry the egg,5,1,1282
clone,-3dB,7,46,673a3db560114414cc28e7df,voice_07_clone_046_-3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6230.7,409,add salt before you fry the egg,add salt before you fry the egg,5,1,2056
clone,3dB,1,19,5ff61f4fe313fd16fbeb5af6,voice_01_clone_019_3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6319.1,112,add the sum to the product of these three,add the sum to the product of these three,5,1,1251
human,3dB,8,19,63e51e9a9457c003c4d44c9e,voice_08_human_019_3dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,4951.1,43,add the sum to the product of these three,add the sum to the product of these three,5,1,1453
human,3dB,7,19,6575c7da000442e5a54f5e24,voice_07_human_019_3dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,5472.8,20,add the sum to the product of these three,add the sum to the product of these three,5,1,1202
clone,3dB,11,19,6658b2c0589d777bab78ad38,voice_11_clone_019_3dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,9729.5,91,add the sum to the product of these three,"add the sum of the product of these three 
",5,1,1443
clone,3dB,4,19,6658b4ff0f6362e1f068dd84,voice_04_clone_019_3dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8411.2,177,add the sum to the product of these three,Add the sum of the product to these three,5,1,1380
clone,3dB,3,19,66e2bb6110820bec659a6d23,voice_03_clone_019_3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6490.9,182,add the sum to the product of these three,add the sum to the product of these three,5,1,1268
human,3dB,1,19,673646950eb7c31614a424bf,voice_01_human_019_3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8495,448,add the sum to the product of these three,add the sum to the product of these three,5,1,1390
clone,3dB,9,19,67633e21c1dbfc7844faf425,voice_09_clone_019_3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,12114.6,783,add the sum to the product of these three,add the sum to the product of these three,5,1,1257
clone,3dB,7,19,6790fdd894f8d92d7835134c,voice_07_clone_019_3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6590,355,add the sum to the product of these three,add the sum to the product of these three,5,1,1296
clone,3dB,8,19,60870e7b286405a9ad9ec7e7,voice_08_clone_019_3dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,10743.3,93,add the sum to the product of these three,add the sum of the product to these three,5,1,1652
clone,3dB,12,19,66982d11d7d50b532313478d,voice_12_clone_019_3dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7305.4,198,add the sum to the product of these three,add the sum to the product of these three,5,1,1465
human,3dB,4,19,671de38b70419e476bff2e09,voice_04_human_019_3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,9359.8,279,add the sum to the product of these three,add the sum to the product of these three,5,1,1282
human,3dB,10,19,673a3db560114414cc28e7df,voice_10_human_019_3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,12300.5,337,add the sum to the product of these three,add the sum to the product of these three,5,1,2056
human,3dB,12,19,674547704d6adcc40d2874a5,voice_12_human_019_3dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,16774,25,add the sum to the product of these three,"add the sum to the product of these three
",5,1,1542
clone,3dB,3,30,6786d7a40dccb69b974eaaf8,voice_03_clone_030_3dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,9918.5,26,at that high level the air is pure,at high level the area is pure,5,1,2683
clone,3dB,1,30,67628c956106c1752ccacb35,voice_01_clone_030_3dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,9711.3,112,at that high level the air is pure,at that high level the air is pure,5,1,1928
clone,3dB,12,30,675cca3a27cd0a6fc7c16a9a,voice_12_clone_030_3dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,13519,182,at that high level the air is pure,at that high level the air is pure,5,1,1488
clone,3dB,6,30,66a773d4190ba4a8ec71d766,voice_06_clone_030_3dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,8208.6,265,at that high level the air is pure,at that high level the air is pure,5,1,1218
clone,3dB,4,30,667d95b8b25237ac4e75dfc7,voice_04_clone_030_3dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,5208.5,359,at that high level the air is pure,at that high level the air is pure,5,1,1571
clone,3dB,11,30,6728b1f4fe2f3ae23c9c086e,voice_11_clone_030_3dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6975.2,423,at that high level the air is pure,at that high level the air is pure,5,1,1578
clone,3dB,10,30,66d78e09da443c5b0f3fda98,voice_10_clone_030_3dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,9600.3,512,at that high level the air is pure,at that high level the air was pure,5,1,1696
clone,3dB,9,30,668aa1000b1af4158ed5f71b,voice_09_clone_030_3dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,4727,700,at that high level the air is pure,at that high level the air is pure,5,1,1163
clone,3dB,8,30,6772052b4d23a9043a01c294,voice_08_clone_030_3dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,7922,789,at that high level the air is pure,at that high level the air is pure,5,1,1187
human,3dB,8,30,5c1a371c03554a000119aaf7,voice_08_human_030_3dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7072.8,22,at that high level the air is pure,at that high level the air is pure ,5,1,1943
human,3dB,3,30,67468d12f6ec9cc78afdf1db,voice_03_human_030_3dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,5065.3,35,at that high level the air is pure,at that high level the air is pure,5,1,1066
human,3dB,8,30,67701cb8e95b8934348de694,voice_08_human_030_3dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,7033.5,17,at that high level the air is pure,at that high level the air is pure ,5,1,1630
human,3dB,10,30,677af110577587c2e364d1d9,voice_10_human_030_3dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8610.9,21,at that high level the air is pure,at that high level the air is pure,5,1,1390
human,3dB,9,30,67865aa1cf8ca2f3ecd2f6f1,voice_09_human_030_3dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,5751.7,24,at that high level the air is pure,"at a high level, the air is pure",5,1,2964
human,3dB,11,30,678a98fcd4e1562e43020dcb,voice_11_human_030_3dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,4728,10,at that high level the air is pure,at that high level the air is pure,5,1,1606
human,0dB,7,30,5b3016a9a8327d0001ffef94,voice_07_human_030_0dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6255.1,42,at that high level the air is pure,at that high level the air is pure,5,1,1380
clone,0dB,3,30,5ff61f4fe313fd16fbeb5af6,voice_03_clone_030_0dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6505.1,99,at that high level the air is pure,at high level the air is pure,5,1,1251
human,0dB,8,30,6575c7da000442e5a54f5e24,voice_08_human_030_0dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,4490.3,39,at that high level the air is pure,at that high level the air is pure,5,1,1202
clone,0dB,12,30,6658b2c0589d777bab78ad38,voice_12_clone_030_0dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,10021.3,106,at that high level the air is pure,at that high level the air is pure ,5,1,1443
human,0dB,4,30,6754aef250b2cb04d504adb1,voice_04_human_030_0dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,8312.5,705,at that high level the air is pure,at that high level the air is pure,5,1,1451
clone,0dB,7,30,6762b46f8efa75acc7746500,voice_07_clone_030_0dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,10114,187,at that high level the air is pure,at that high level the air is pure,5,1,1179
clone,0dB,10,30,67633e21c1dbfc7844faf425,voice_10_clone_030_0dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,8373.3,782,at that high level the air is pure,at that high level water is pure,5,1,1257
clone,0dB,8,30,6790fdd894f8d92d7835134c,voice_08_clone_030_0dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5468.3,340,at that high level the air is pure,at that high level the air is pure,5,1,1296
clone,3dB,7,30,5f6de39e91b3c4283af75851,voice_07_clone_030_3dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5043.9,28,at that high level the air is pure,at that high level the air is pure,5,1,1357
clone,0dB,9,30,60870e7b286405a9ad9ec7e7,voice_09_clone_030_0dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,7290.4,115,at that high level the air is pure,at that high level the air is pure,5,1,1652
clone,0dB,1,30,66982d11d7d50b532313478d,voice_01_clone_030_0dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6364.1,183,at that high level the air is pure,at that high level the air is pure,5,1,1465
