,Trial,Participant,Tree.Node.Key,display,Reaction.Time,Zone.Name,Response,Correct,audio1,audio2,X,voice,wav1_type,wav2_type,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location
1,1,66e47724a2be5c247faf28cf,task-2z3l,abx,1125.4,buttonA,First,1,voice_08_human_060.mp3,voice_08_clone_060.mp3,NA,8,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
2,2,66e47724a2be5c247faf28cf,task-2z3l,abx,934.2,buttonA,First,1,voice_01_human_060.mp3,voice_01_clone_060.mp3,NA,1,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
3,3,66e47724a2be5c247faf28cf,task-2z3l,abx,699.6,buttonA,First,1,voice_12_human_060.mp3,voice_12_clone_060.mp3,NA,12,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
4,5,66e47724a2be5c247faf28cf,task-2z3l,abx,650.6,buttonB,Second,1,voice_06_clone_060.mp3,voice_06_human_060.mp3,NA,6,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
5,6,66e47724a2be5c247faf28cf,task-2z3l,abx,2587,buttonA,First,1,voice_11_human_060.mp3,voice_11_clone_060.mp3,NA,11,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
6,8,66e47724a2be5c247faf28cf,task-2z3l,abx,589.9,buttonB,Second,1,voice_04_clone_060.mp3,voice_04_human_060.mp3,NA,4,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
7,9,66e47724a2be5c247faf28cf,task-2z3l,abx,467.7,buttonB,Second,1,voice_07_clone_060.mp3,voice_07_human_060.mp3,NA,7,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
8,10,66e47724a2be5c247faf28cf,task-2z3l,abx,551.4,buttonB,Second,1,voice_09_clone_060.mp3,voice_09_human_060.mp3,NA,9,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
9,11,66e47724a2be5c247faf28cf,task-2z3l,abx,660.1,buttonB,Second,1,voice_12_clone_060.mp3,voice_12_human_060.mp3,NA,12,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
10,12,66e47724a2be5c247faf28cf,task-2z3l,abx,567.9,buttonB,Second,1,voice_01_clone_060.mp3,voice_01_human_060.mp3,NA,1,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
11,13,66e47724a2be5c247faf28cf,task-2z3l,abx,589.7,buttonB,Second,1,voice_03_clone_060.mp3,voice_03_human_060.mp3,NA,3,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
12,14,66e47724a2be5c247faf28cf,task-2z3l,abx,772.9,buttonA,First,1,voice_07_human_060.mp3,voice_07_clone_060.mp3,NA,7,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
13,15,66e47724a2be5c247faf28cf,task-2z3l,abx,794.3,buttonB,Second,1,voice_08_clone_060.mp3,voice_08_human_060.mp3,NA,8,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
14,16,66e47724a2be5c247faf28cf,task-2z3l,abx,1305.9,buttonB,Second,1,voice_11_clone_060.mp3,voice_11_human_060.mp3,NA,11,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
15,17,66e47724a2be5c247faf28cf,task-2z3l,abx,501.1,buttonA,First,1,voice_06_human_060.mp3,voice_06_clone_060.mp3,NA,6,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
16,19,66e47724a2be5c247faf28cf,task-2z3l,abx,574,buttonB,Second,1,voice_10_clone_060.mp3,voice_10_human_060.mp3,NA,10,clone,human,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
17,20,66e47724a2be5c247faf28cf,task-2z3l,abx,629.4,buttonA,First,1,voice_09_human_060.mp3,voice_09_clone_060.mp3,NA,9,human,clone,Female,28,United Kingdom,2025-05-13T11:41:55.947000Z,1522,186,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)"
18,21,67608a84f196088910ff544f,task-2z3l,abx,4711.8,buttonB,Second,1,voice_09_clone_060.mp3,voice_09_human_060.mp3,NA,9,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
19,22,67608a84f196088910ff544f,task-2z3l,abx,2262.1,buttonA,First,1,voice_03_human_060.mp3,voice_03_clone_060.mp3,NA,3,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
20,23,67608a84f196088910ff544f,task-2z3l,abx,3432.6,buttonB,Second,1,voice_01_clone_060.mp3,voice_01_human_060.mp3,NA,1,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
21,25,67608a84f196088910ff544f,task-2z3l,abx,1620.7,buttonA,First,1,voice_06_human_060.mp3,voice_06_clone_060.mp3,NA,6,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
22,28,67608a84f196088910ff544f,task-2z3l,abx,1216.8,buttonA,First,1,voice_08_human_060.mp3,voice_08_clone_060.mp3,NA,8,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
23,29,67608a84f196088910ff544f,task-2z3l,abx,1390,buttonB,Second,1,voice_04_clone_060.mp3,voice_04_human_060.mp3,NA,4,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
24,30,67608a84f196088910ff544f,task-2z3l,abx,1440.7,buttonA,First,1,voice_12_human_060.mp3,voice_12_clone_060.mp3,NA,12,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
25,32,67608a84f196088910ff544f,task-2z3l,abx,928.3000002,buttonA,First,1,voice_11_human_060.mp3,voice_11_clone_060.mp3,NA,11,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
26,33,67608a84f196088910ff544f,task-2z3l,abx,1831.7,buttonB,Second,1,voice_10_clone_060.mp3,voice_10_human_060.mp3,NA,10,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
27,34,67608a84f196088910ff544f,task-2z3l,abx,1285,buttonA,First,1,voice_04_human_060.mp3,voice_04_clone_060.mp3,NA,4,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
28,35,67608a84f196088910ff544f,task-2z3l,abx,1200.2,buttonA,First,1,voice_09_human_060.mp3,voice_09_clone_060.mp3,NA,9,human,clone,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
29,37,67608a84f196088910ff544f,task-2z3l,abx,1519.4,buttonB,Second,1,voice_11_clone_060.mp3,voice_11_human_060.mp3,NA,11,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
30,38,67608a84f196088910ff544f,task-2z3l,abx,723.0999999,buttonB,Second,1,voice_06_clone_060.mp3,voice_06_human_060.mp3,NA,6,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
31,39,67608a84f196088910ff544f,task-2z3l,abx,1354.9,buttonB,Second,1,voice_12_clone_060.mp3,voice_12_human_060.mp3,NA,12,clone,human,Female,18,United Kingdom,2025-05-13T15:58:19.213000Z,2010,82,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
32,41,67766db6d5f664c343ae5808,task-2z3l,abx,1714.7,buttonB,Second,1,voice_06_clone_060.mp3,voice_06_human_060.mp3,NA,6,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
33,43,67766db6d5f664c343ae5808,task-2z3l,abx,2309.7,buttonA,First,1,voice_11_human_060.mp3,voice_11_clone_060.mp3,NA,11,human,clone,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
34,46,67766db6d5f664c343ae5808,task-2z3l,abx,1020.7,buttonB,Second,1,voice_04_clone_060.mp3,voice_04_human_060.mp3,NA,4,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
35,47,67766db6d5f664c343ae5808,task-2z3l,abx,3165.6,buttonA,First,1,voice_03_human_060.mp3,voice_03_clone_060.mp3,NA,3,human,clone,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
36,48,67766db6d5f664c343ae5808,task-2z3l,abx,580.0999999,buttonA,First,1,voice_08_human_060.mp3,voice_08_clone_060.mp3,NA,8,human,clone,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
37,49,67766db6d5f664c343ae5808,task-2z3l,abx,586.5,buttonA,First,1,voice_06_human_060.mp3,voice_06_clone_060.mp3,NA,6,human,clone,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
38,50,67766db6d5f664c343ae5808,task-2z3l,abx,1195.9,buttonB,Second,1,voice_12_clone_060.mp3,voice_12_human_060.mp3,NA,12,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
39,51,67766db6d5f664c343ae5808,task-2z3l,abx,1078.2,buttonB,Second,1,voice_08_clone_060.mp3,voice_08_human_060.mp3,NA,8,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
40,52,67766db6d5f664c343ae5808,task-2z3l,abx,883.4000001,buttonB,Second,1,voice_07_clone_060.mp3,voice_07_human_060.mp3,NA,7,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
41,53,67766db6d5f664c343ae5808,task-2z3l,abx,1326.1,buttonB,Second,1,voice_11_clone_060.mp3,voice_11_human_060.mp3,NA,11,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
42,55,67766db6d5f664c343ae5808,task-2z3l,abx,1579,buttonA,First,1,voice_12_human_060.mp3,voice_12_clone_060.mp3,NA,12,human,clone,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
43,56,67766db6d5f664c343ae5808,task-2z3l,abx,1885.6,buttonB,Second,1,voice_03_clone_060.mp3,voice_03_human_060.mp3,NA,3,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
44,58,67766db6d5f664c343ae5808,task-2z3l,abx,1020.5,buttonA,First,1,voice_04_human_060.mp3,voice_04_clone_060.mp3,NA,4,human,clone,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
45,59,67766db6d5f664c343ae5808,task-2z3l,abx,566.8999999,buttonB,Second,1,voice_01_clone_060.mp3,voice_01_human_060.mp3,NA,1,clone,human,Female,33,United Kingdom,2025-05-13T16:02:37.997000Z,1981,160,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)"
46,61,67cf78059750cd9cdb923060,task-2z3l,abx,3205.5,buttonA,First,1,voice_01_human_060.mp3,voice_01_clone_060.mp3,NA,1,human,clone,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
47,62,67cf78059750cd9cdb923060,task-2z3l,abx,2816.4,buttonB,Second,1,voice_08_clone_060.mp3,voice_08_human_060.mp3,NA,8,clone,human,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
48,64,67cf78059750cd9cdb923060,task-2z3l,abx,2044.7,buttonA,First,1,voice_08_human_060.mp3,voice_08_clone_060.mp3,NA,8,human,clone,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
49,66,67cf78059750cd9cdb923060,task-2z3l,abx,779,buttonB,Second,1,voice_12_clone_060.mp3,voice_12_human_060.mp3,NA,12,clone,human,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
50,67,67cf78059750cd9cdb923060,task-2z3l,abx,1007.1,buttonB,Second,1,voice_04_clone_060.mp3,voice_04_human_060.mp3,NA,4,clone,human,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
51,68,67cf78059750cd9cdb923060,task-2z3l,abx,1043,buttonB,Second,1,voice_01_clone_060.mp3,voice_01_human_060.mp3,NA,1,clone,human,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
52,69,67cf78059750cd9cdb923060,task-2z3l,abx,811.1,buttonA,First,1,voice_04_human_060.mp3,voice_04_clone_060.mp3,NA,4,human,clone,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
53,72,67cf78059750cd9cdb923060,task-2z3l,abx,631.6,buttonA,First,1,voice_12_human_060.mp3,voice_12_clone_060.mp3,NA,12,human,clone,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
54,73,67cf78059750cd9cdb923060,task-2z3l,abx,2575.1,buttonA,First,1,voice_07_human_060.mp3,voice_07_clone_060.mp3,NA,7,human,clone,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
55,75,67cf78059750cd9cdb923060,task-2z3l,abx,830.9,buttonB,Second,1,voice_06_clone_060.mp3,voice_06_human_060.mp3,NA,6,clone,human,Female,20,United Kingdom,2025-05-14T05:48:07.294000Z,3160,64,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
56,81,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1051.2,buttonB,Second,1,voice_07_clone_060.mp3,voice_07_human_060.mp3,NA,7,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
57,82,671ec2ffd89afa2ce6dea859,task-2z3l,abx,3975.4,buttonA,First,1,voice_10_human_060.mp3,voice_10_clone_060.mp3,NA,10,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
58,84,671ec2ffd89afa2ce6dea859,task-2z3l,abx,3984.2,buttonB,Second,1,voice_10_clone_060.mp3,voice_10_human_060.mp3,NA,10,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
59,86,671ec2ffd89afa2ce6dea859,task-2z3l,abx,2567.6,buttonA,First,1,voice_06_human_060.mp3,voice_06_clone_060.mp3,NA,6,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
60,88,671ec2ffd89afa2ce6dea859,task-2z3l,abx,2207.2,buttonB,Second,1,voice_09_clone_060.mp3,voice_09_human_060.mp3,NA,9,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
61,89,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1825,buttonB,Second,1,voice_08_clone_060.mp3,voice_08_human_060.mp3,NA,8,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
62,90,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1746.2,buttonA,First,1,voice_09_human_060.mp3,voice_09_clone_060.mp3,NA,9,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
63,91,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1214.5,buttonB,Second,1,voice_12_clone_060.mp3,voice_12_human_060.mp3,NA,12,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
64,92,671ec2ffd89afa2ce6dea859,task-2z3l,abx,3141.2,buttonB,Second,1,voice_11_clone_060.mp3,voice_11_human_060.mp3,NA,11,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
65,94,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1284.5,buttonB,Second,1,voice_06_clone_060.mp3,voice_06_human_060.mp3,NA,6,clone,human,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
66,95,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1252.4,buttonA,First,1,voice_12_human_060.mp3,voice_12_clone_060.mp3,NA,12,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
67,96,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1592.5,buttonA,First,1,voice_07_human_060.mp3,voice_07_clone_060.mp3,NA,7,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
68,98,671ec2ffd89afa2ce6dea859,task-2z3l,abx,1488.7,buttonA,First,1,voice_01_human_060.mp3,voice_01_clone_060.mp3,NA,1,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
69,100,671ec2ffd89afa2ce6dea859,task-2z3l,abx,2079.9,buttonA,First,1,voice_08_human_060.mp3,voice_08_clone_060.mp3,NA,8,human,clone,Female,31,United Kingdom,2025-05-14T07:37:27.974000Z,2590,172,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
70,101,6147a46c86c01065f87751d5,task-2z3l,abx,2186.1,buttonA,First,1,voice_12_human_060.mp3,voice_12_clone_060.mp3,NA,12,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
71,102,6147a46c86c01065f87751d5,task-2z3l,abx,1771.9,buttonA,First,1,voice_06_human_060.mp3,voice_06_clone_060.mp3,NA,6,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
72,103,6147a46c86c01065f87751d5,task-2z3l,abx,1522.099999,buttonA,First,1,voice_08_human_060.mp3,voice_08_clone_060.mp3,NA,8,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
73,104,6147a46c86c01065f87751d5,task-2z3l,abx,1373.6,buttonB,Second,1,voice_09_clone_060.mp3,voice_09_human_060.mp3,NA,9,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
74,105,6147a46c86c01065f87751d5,task-2z3l,abx,1050.3,buttonA,First,1,voice_09_human_060.mp3,voice_09_clone_060.mp3,NA,9,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
75,106,6147a46c86c01065f87751d5,task-2z3l,abx,835.6000004,buttonB,Second,1,voice_03_clone_060.mp3,voice_03_human_060.mp3,NA,3,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
76,107,6147a46c86c01065f87751d5,task-2z3l,abx,1206.8,buttonA,First,1,voice_03_human_060.mp3,voice_03_clone_060.mp3,NA,3,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
77,108,6147a46c86c01065f87751d5,task-2z3l,abx,800.4000006,buttonB,Second,1,voice_11_clone_060.mp3,voice_11_human_060.mp3,NA,11,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
78,109,6147a46c86c01065f87751d5,task-2z3l,abx,1141.8,buttonA,First,1,voice_01_human_060.mp3,voice_01_clone_060.mp3,NA,1,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
79,112,6147a46c86c01065f87751d5,task-2z3l,abx,1157.4,buttonB,Second,1,voice_08_clone_060.mp3,voice_08_human_060.mp3,NA,8,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
80,113,6147a46c86c01065f87751d5,task-2z3l,abx,2221.099999,buttonB,Second,1,voice_01_clone_060.mp3,voice_01_human_060.mp3,NA,1,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
81,114,6147a46c86c01065f87751d5,task-2z3l,abx,1754.599999,buttonA,First,1,voice_10_human_060.mp3,voice_10_clone_060.mp3,NA,10,human,clone,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
82,115,6147a46c86c01065f87751d5,task-2z3l,abx,910.3999996,buttonB,Second,1,voice_04_clone_060.mp3,voice_04_human_060.mp3,NA,4,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
83,116,6147a46c86c01065f87751d5,task-2z3l,abx,1049.7,buttonB,Second,1,voice_10_clone_060.mp3,voice_10_human_060.mp3,NA,10,clone,human,Female,35,United Kingdom,2025-05-14T09:24:34.237000Z,1820,96,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)"
